Order ID,Order Date,Year,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Brand Name,Product Sub Category,Product Category,Region,City,Country
13089,6/1/2013,2013,9,70.06,1141.65,1071.59,Store,Adventure Works LCD17W E203 White,Adventure Works,Adventure Works,Monitors,Computers,North America,Parker,United States
13090,12/1/2013,2013,9,3.25,1949.10,1945.85,Store,Contoso DVD Recorder L200 Black,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Milwaukee,United States
13091,14/1/2013,2013,9,460.86,3444.00,2983.14,Store,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,Asia,Damascus,Syria
13092,28/2/2013,2013,18,6462.76,3915.11,-2547.65,Store,WWI Desktop PC1.60 E1600 White,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Georgetown,United States
13093,16/7/2012,2012,5,493.37,495.00,1.63,Store,Adventure Works LCD17 E200 Black,Adventure Works,Adventure Works,Monitors,Computers,Asia,Urumqi,China
13094,26/10/2013,2013,13,22.13,425.45,403.32,Store,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Thimphu,Bhutan
13095,27/5/2014,2014,20,1679.58,6600.00,4920.42,Store,Fabrikam Laptop14.1 E4101 Red,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Bridgeport,United States
13096,25/10/2012,2012,13,0.67,280.48,279.81,Store,Contoso Expandable Cordless Phone System M008 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Framingham,United States
13097,18/10/2012,2012,13,176.87,5014.80,4837.93,Store,The Phone Company PDA Palm 4.7 inch L850 Silver,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Queen Anne's County,United States
13099,23/6/2014,2014,20,3.15,1919.00,1915.85,Online,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Europe,Berlin,Germany
13100,29/11/2014,2014,8,825.43,1857.40,1031.97,Store,WWI Screen 106in M1609 Silver,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Europe,Cheshire,United Kingdom
13103,29/8/2012,2012,10,7173.08,4100.00,-3073.08,Online,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,Asia,Beijing,China
13106,23/4/2012,2012,10,1012.83,3100.00,2087.17,Store,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Stoughton,United States
13107,9/4/2012,2012,5,16.18,134.50,118.32,Store,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Strasbourg,France
13108,18/8/2012,2012,18,154.50,4725.90,4571.40,Store,The Phone Company Smart phones Unlocked M300 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Hofheim am Taunus,Germany
13109,5/11/2012,2012,8,3248.86,3040.00,-208.86,Online,The Phone Company PDA Wifi 4.7-inch L290 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
13111,24/3/2014,2014,6,16.61,1860.00,1843.39,Store,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France
13112,5/6/2014,2014,12,1646.39,3480.00,1833.61,Store,Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,Asia,Damascus,Syria
13118,10/3/2014,2014,9,2922.66,3370.34,447.68,Store,Fabrikam SLR Camera M150 Green,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Asia,Bangkok,Thailand
13119,2/7/2014,2014,12,1585.39,3060.00,1474.61,Store,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia
13120,12/12/2011,2011,4,373.17,396.00,22.83,Store,Proseware LCD15 E103 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,Spokane,United States
13121,11/2/2014,2014,12,49.09,4569.19,4520.10,Store,Fabrikam Laptop10.1 M0100 White,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Europe,Baumholder,Germany
13122,14/1/2014,2014,12,3226.90,5595.17,2368.27,Online,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Adventure Works,Desktops,Computers,Europe,Berlin,Germany
13123,18/4/2013,2013,20,2336.32,11980.00,9643.68,Reseller,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Seattle,United States
13125,17/8/2013,2013,10,764.95,5860.00,5095.05,Online,Fabrikam Laptop14.1 M4100 White,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Asia,Beijing,China
13129,25/11/2012,2012,13,1469.61,12787.20,11317.59,Store,Fabrikam Trendsetter 1/2'' 3mm X300 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Veradale,United States
13130,17/11/2012,2012,6,979.98,1739.42,759.44,Store,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Litware ,Home Theater System,TV and Video,North America,Miami,United States
13132,29/11/2014,2014,26,122.65,1277.50,1154.85,Reseller,Contoso Bluetooth Notebook Mouse E70 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Beijing,China
13133,2/5/2012,2012,5,17.78,134.50,116.72,Store,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Bamberg,Germany
13134,9/6/2012,2012,12,63.79,268.98,205.19,Store,Contoso Multi-line phones M30 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Orange,United States
13136,17/6/2014,2014,12,686.75,2362.80,1676.05,Store,A. Datum SLR-like Digital Camera M400 Pink,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Shanghai,China
13137,17/1/2013,2013,18,1460.99,4126.71,2665.71,Catalog,WWI Desktop PC1.80 E1800 White,Wide World Importers,Wide World Importers,Desktops,Computers,North America,North Harford,United States
13139,4/4/2012,2012,10,197.07,289.90,92.83,Reseller,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Paris,France
13141,24/11/2012,2012,6,0.06,5.13,5.07,Store,SV USB Data Cable E600 Pink,Southridge Video,Southridge Video,Computers Accessories,Computers,Asia,Singapore,Singapore
13142,29/7/2014,2014,480,4023.05,7195.20,3172.15,Reseller,Contoso Rubberized Skin BlackBerry E100 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Seattle,United States
13143,6/12/2011,2011,80,239.67,268.00,28.33,Store,Contoso In-Line Coupler E180 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Queens,United States
13144,24/1/2012,2012,4,16.55,39.96,23.41,Store,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Passaic,United States
13146,12/2/2013,2013,27,1805.79,5101.50,3295.71,Catalog,Proseware Screen 100in M1609 Silver,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,North Harford,United States
13147,29/8/2012,2012,8,105.08,236.21,131.13,Online,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Berlin,Germany
13148,19/9/2014,2014,20,694.81,1820.00,1125.19,Store,Proseware Laser Fax Printer E100 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Tampa,United States
13149,3/10/2013,2013,20,33.46,3760.00,3726.54,Online,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Bethesda,United States
13151,5/12/2013,2013,13,15.89,166.27,150.38,Store,Contoso Dual Handset Cordless Phone System E20 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,New York,United States
13154,3/4/2012,2012,10,413.42,4990.00,4576.58,Store,Contoso Projector 480p M481 White,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Wheat Ridge,United States
13155,28/3/2012,2012,10,3926.75,3010.00,-916.75,Store,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Sedalia,United States
13158,1/6/2012,2012,120,268.12,1195.80,927.68,Store,Contoso Touch Stylus Pen E150 White,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Asia,Singapore,Singapore
13160,14/9/2013,2013,10,1870.42,22950.00,21079.58,Online,Proseware Projector 1080p LCD86 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Asia,Beijing,China
13163,3/5/2013,2013,10,1557.84,2090.00,532.16,Store,Proseware Laser Jet Color Printer X300 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Wapato,United States
13164,21/6/2013,2013,12,3.13,83.40,80.27,Online,Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bethesda,United States
13166,22/8/2014,2014,20,5544.84,6020.00,475.16,Online,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Beijing,China
13167,21/6/2014,2014,12,176.10,3315.80,3139.70,Catalog,A. Datum Consumer Digital Camera E100 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,North Harford,United States
13168,7/12/2011,2011,9,261.91,2182.40,1920.49,Store,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Georgetown,United States
13169,17/5/2012,2012,30,5398.74,4799.70,-599.04,Catalog,SV DVD 9-Inch Player Portable M300 White,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
13172,15/3/2013,2013,20,701.58,7380.00,6678.42,Catalog,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Adventure Works,Desktops,Computers,North America,North Harford,United States
13173,16/8/2014,2014,24,7541.18,7086.30,-454.88,Store,Contoso Home Theater System 2.1 Channel E1200 Silver,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Ottawa,Canada
13177,16/7/2012,2012,12,1025.81,3590.76,2564.95,Store,Contoso 8GB Clock & Radio MP3 Player X850 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Bar Harbor,United States
13178,4/10/2012,2012,10,4965.33,3990.00,-975.33,Store,Contoso Home Theater System 5.1 Channel M1530 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Winchester,United States
13179,29/4/2013,2013,10,587.74,990.00,402.26,Store,Adventure Works LCD15 E100 White,Adventure Works,Adventure Works,Monitors,Computers,North America,Quincy,United States
13180,6/3/2014,2014,10,7700.13,6990.00,-710.13,Store,Litware Home Theater System 5.1 Channel M512 Black,"Litware, Inc.",Litware ,Home Theater System,TV and Video,North America,Spokane,United States
13181,29/11/2014,2014,26,191.31,363.26,171.96,Store,Contoso Phone with Memory Dialing-single line E88 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,New Bedford,United States
13182,11/2/2012,2012,9,2514.22,4391.20,1876.98,Store,SV Car Video LCD7W M7081 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,North America,New Haven,United States
13183,24/2/2013,2013,12,354.76,1920.00,1565.24,Reseller,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Paris,France
13184,1/5/2012,2012,10,1608.59,5690.00,4081.41,Store,Litware Home Theater System 5.1 Channel M515 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Marshall,United States
13185,26/9/2012,2012,10,20.30,126.60,106.30,Store,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Ridgely,United States
13188,8/3/2014,2014,10,5076.23,22950.00,17873.77,Store,Proseware Projector 1080p LCD86 Silver,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Rochester,United States
13189,26/6/2014,2014,12,845.66,7428.00,6582.34,Store,Proseware LCD22 M2000 White,"Proseware, Inc.",Proseware,Monitors,Computers,Asia,Damascus,Syria
13190,23/10/2013,2013,8,209.83,835.62,625.79,Online,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Europe,Berlin,Germany
13191,23/1/2014,2014,24,22770.76,7113.21,-15657.55,Store,Contoso Home Theater System 2.1 Channel E1200 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Europe,Munich,Germany
13192,4/3/2013,2013,180,68.86,730.80,661.94,Store,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,North Bend,United States
13193,7/7/2012,2012,6,128.70,1734.20,1605.50,Store,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Spokane,United States
13194,24/4/2013,2013,20,2026.63,6520.00,4493.37,Online,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Adventure Works,Laptops,Computers,North America,Bethesda,United States
13196,8/9/2013,2013,20,20.33,4598.00,4577.67,Store,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Houston,United States
13198,29/4/2012,2012,10,376.49,6270.00,5893.51,Store,A. Datum SLR Camera X137 Grey,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,North America,Lowell,United States
13199,22/7/2012,2012,10,14965.54,6890.00,-8075.54,Store,Litware Home Theater System 5.1 Channel M513 Black,"Litware, Inc.",Litware ,Home Theater System,TV and Video,Asia,Taipei,Taiwan
13200,18/11/2012,2012,13,653.55,2048.00,1394.45,Store,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,La Porte,United States
13203,12/4/2014,2014,10,53.11,1845.00,1791.89,Store,A. Datum Consumer Digital Camera M300 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Bellevue,United States
13204,5/12/2013,2013,13,92.84,225.54,132.70,Store,Contoso ADSL Modem Splitter/Filter X 1 E100 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Newark,United States
13205,11/11/2013,2013,8,29.90,151.24,121.34,Store,Contoso Battery charger - bike E200 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Giebelstadt,Germany
13207,13/1/2012,2012,9,180.25,1752.41,1572.16,Store,A. Datum SLR-like Digital Camera M400 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Berthoud,United States
13209,27/4/2012,2012,6,79.01,722.40,643.39,Store,A. Datum Compact Digital Camera M200 Pink,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Singapore,Singapore
13210,25/5/2012,2012,5,63.98,1640.00,1576.02,Store,"Fabrikam SLR Camera 35"" M358 Grey","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,New Castle,United States
13211,17/11/2014,2014,13,1938.67,9247.60,7308.93,Store,WWI Laptop15.4W M0156 White,Wide World Importers,Wide World Importers,Laptops,Computers,North America,Everett,United States
13213,12/11/2012,2012,8,110.87,326.72,215.85,Online,Contoso Centrex Phone System L10 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Berlin,Germany
13214,29/6/2013,2013,24,67.91,407.76,339.85,Catalog,Contoso Phone with 13-Number Memory (210) M301 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,North Harford,United States
13215,26/6/2014,2014,12,1786.03,7668.00,5881.97,Reseller,Litware Home Theater System 5.1 Channel M510 Brown,"Litware, Inc.",Litware ,Home Theater System,TV and Video,Asia,Beijing,China
13216,24/11/2013,2013,13,2294.80,19032.00,16737.20,Store,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Thornton,United States
13217,17/1/2012,2012,12,6918.14,5148.00,-1770.14,Store,Contoso Home Theater System 5.1 Channel M1500 White,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Europe,Carlisle,United Kingdom
13219,10/3/2012,2012,10,369.37,3090.00,2720.63,Store,SV Car Video TFT7 M7001 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Montclair,United States
13222,20/11/2012,2012,6,706.34,637.94,-68.40,Store,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,New Haven,United States
13225,20/9/2013,2013,10,136.81,199.50,62.69,Store,Contoso Car power adapter M90 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Damascus,Syria
13227,11/5/2012,2012,10,22.68,1980.00,1957.32,Store,A. Datum Point n' Shoot Digital Camera M500 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Round Rock,United States
13228,5/4/2013,2013,10,146.36,299.00,152.64,Online,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Berlin,Germany
13229,19/7/2013,2013,12,2212.42,1876.20,-336.22,Store,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Vancouver,Canada
13230,16/5/2014,2014,10,9460.02,6000.00,-3460.02,Store,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Green Bay,United States
13231,3/4/2014,2014,18,619.68,1079.82,460.14,Store,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,Southridge Video,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
13232,26/9/2014,2014,10,116.59,259.00,142.41,Store,Contoso USB Wave Multi-Media Keyboard M901 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Osaka,Japan
13233,5/11/2014,2014,13,831.66,2665.00,1833.34,Store,Contoso Conversion Lens M550 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Bangkok,Thailand
13234,1/11/2013,2013,13,1614.40,6240.00,4625.60,Store,Contoso Home Theater System 4.1 Channel M1420 Black,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Hartford,United States
13235,30/8/2013,2013,9,295.37,612.00,316.63,Store,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Edinburgh,United Kingdom
13236,7/12/2011,2011,4,133.63,176.00,42.37,Store,SV Keyboard E10 Black,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,Greeley,United States
13237,31/12/2011,2011,8,239.17,2262.00,2022.83,Store,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Nice,France
13240,20/10/2012,2012,8,953.43,2340.00,1386.57,Store,The Phone Company Smart phones Expert M400 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Bucharest,Romania
13241,12/7/2013,2013,10,408.45,269.00,-139.45,Store,Contoso Bright Light battery E20 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Islamabad,Pakistan
13245,10/12/2013,2013,18,7.18,453.90,446.72,Store,Contoso Home/Office Laptop Power Adapter E300 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Castle Rock,United States
13247,27/7/2012,2012,6,722.75,1194.00,471.25,Reseller,SV Car Video AM/FM E1000 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Seattle,United States
13250,4/9/2014,2014,10,653.91,2050.00,1396.09,Store,Contoso Conversion Lens M550 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Thimphu,Bhutan
13251,10/3/2012,2012,5,176.40,220.00,43.60,Store,SV Keyboard E10 Black,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,Back River,United States
13252,3/9/2012,2012,50,15954.01,15500.00,-454.01,Online,The Phone Company Smart phones Unlocked International M800 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
13253,25/4/2014,2014,80,36048.91,16000.00,-20048.91,Online,"Adventure Works 20"" Analog CRT TV E45 Black",Adventure Works,Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
13254,17/2/2013,2013,9,1548.38,4391.20,2842.82,Store,Contoso Projector 480p M481 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Newark,United States
13256,16/9/2012,2012,10,1050.81,5680.00,4629.19,Store,"Contoso SLR Camera 35"" X358 Black","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,Grand Junction,United States
13258,2/7/2013,2013,10,22.77,99.90,77.13,Store,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Ramstein,Germany
13259,18/8/2014,2014,18,7.99,1929.30,1921.31,Reseller,Proseware Screen 80in E1010 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Europe,Paris,France
13261,26/12/2012,2012,13,88.30,272.48,184.18,Store,Contoso Wireless Laser Mouse E50 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Yerevan,Armenia
13262,5/5/2014,2014,10,1239.20,5990.00,4750.80,Store,Adventure Works Laptop16 M1601 Red,Adventure Works,Adventure Works,Laptops,Computers,North America,Norfolk,United States
13263,5/9/2012,2012,5,36.87,495.00,458.13,Store,Adventure Works LCD15 E100 Black,Adventure Works,Adventure Works,Monitors,Computers,North America,Kennewick,United States
13265,5/12/2013,2013,8,3932.06,10392.00,6459.94,Store,WWI Laptop19W X0196 Blue,Wide World Importers,Wide World Importers,Laptops,Computers,Europe,Stockport,United Kingdom
13267,10/1/2012,2012,9,250.08,394.29,144.21,Store,Contoso Expandable 4-Handset Cordless Phone System M206 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Racine,United States
13268,7/8/2012,2012,9,510.30,1383.30,873.00,Store,"Proseware Color Ink jet Fax, Copier, Phone M250 White","Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Athens,Greece
13271,10/4/2014,2014,24,583.43,6556.50,5973.07,Online,WWI LCD20W M250 Black,Wide World Importers,Wide World Importers,Monitors,Computers,Asia,Beijing,China
13272,21/8/2014,2014,60,15164.68,19140.00,3975.32,Online,Fabrikam SLR Camera M149 Blue,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
13274,20/11/2013,2013,26,6983.47,24612.60,17629.13,Store,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Adventure Works,Desktops,Computers,North America,Loveland,United States
13275,6/1/2012,2012,9,5.18,158.31,153.13,Store,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Bangkok,Thailand
13276,29/3/2012,2012,10,1227.38,1590.00,362.62,Reseller,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Seattle,United States
13277,13/4/2014,2014,10,0.69,6990.00,6989.31,Store,Adventure Works Laptop15 M1501 Red,Adventure Works,Adventure Works,Laptops,Computers,North America,Lakeland,United States
13278,7/8/2012,2012,24,180.54,407.76,227.22,Store,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,New York,United States
13279,5/11/2012,2012,13,258.86,2839.60,2580.74,Store,WWI Projector 480p LCD12 Black,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Asia,Shanghai,China
13280,23/8/2013,2013,12,21.83,321.18,299.35,Store,Contoso Phone System Accessory Handset with Charger M308 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Wheat Ridge,United States
13282,18/2/2014,2014,9,372.20,6784.10,6411.90,Store,Adventure Works Laptop15.4W M1548 White,Adventure Works,Adventure Works,Laptops,Computers,North America,Orlando,United States
13283,31/1/2014,2014,18,29.79,122.32,92.53,Store,Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Osaka,Japan
13284,1/6/2012,2012,5,1580.60,850.00,-730.60,Store,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange","Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Fredericksburg,United States
13285,26/4/2012,2012,12,649.14,2679.60,2030.46,Store,A. Datum Full Frame Digital Camera X300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Taipei,Taiwan
13286,23/6/2012,2012,15,137.66,3299.25,3161.59,Store,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Wide World Importers,Desktops,Computers,Europe,Koln,Germany
13287,18/10/2012,2012,13,148.92,1638.30,1489.38,Store,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Ashgabat,Turkmenistan
13290,25/10/2013,2013,13,114.65,2046.00,1931.35,Store,A. Datum Ultra Compact Digital Camera M190 Pink,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Wheat Ridge,United States
13291,29/1/2012,2012,9,343.88,1521.00,1177.12,Store,Proseware Ink Jet All in one M300 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Fort Atkinson,United States
13293,9/3/2014,2014,10,2435.31,6990.00,4554.69,Store,Proseware Laptop15 M510 Black,"Proseware, Inc.",Proseware,Laptops,Computers,North America,Montreal,Canada
13294,21/5/2012,2012,10,52.16,3800.00,3747.84,Store,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Baildon,United Kingdom
13295,27/8/2012,2012,4,21.18,233.96,212.78,Store,Contoso 4G MP3 Player E400 Black,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Europe,Toulouse,France
13296,19/5/2014,2014,10,3542.63,8190.00,4647.37,Catalog,Proseware LCD24 X300 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,North Harford,United States
13297,16/10/2014,2014,13,2635.86,12787.20,10151.34,Reseller,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Seattle,United States
13298,23/10/2013,2013,13,834.70,1625.40,790.70,Store,WWI LCD17W E200 Black,Wide World Importers,Wide World Importers,Monitors,Computers,North America,Hoboken,United States
13299,26/11/2012,2012,13,4179.11,11011.20,6832.09,Store,Fabrikam Business Videographer 1'' 25mm M600 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Annapolis,United States
